Time;msDelta;Acc_X;Acc_Y;Acc_Z;Gyro_X;Gyro_Y;Gyro_Z;Tilt_X;Tilt_Y;Tilt_Z;Mag_X;Mag_Y;Mag_Z;Head;Temp;Press;Alt;Lat;Lng;Speed;AltGPS;HeadGPS
1;1204;-0.4455;-0.2536;9.7986;0.0977;0.0610;0.0000;-1.4524;2.7081;-3.5211;32.9285;-15.7531;-49.6290;243.0503;22.1240;965.1741;479.9915;42.637745;-8.968774;1.0001;490.0000;0.0000
2;1164;-0.4582;-0.2281;9.7733;-0.4018;0.0407;0.0000;-1.4420;2.7118;-3.5211;32.9694;-15.5981;-49.2635;243.2984;22.1258;965.1688;480.0375;42.637737;-8.968773;1.2223;490.0000;0.0000
3;1191;-0.4502;-0.2277;9.7761;-0.2950;-0.0356;0.0000;-1.4465;2.7081;-3.5234;32.4437;-15.5734;-49.1620;242.9750;22.1262;965.1713;480.0159;42.637737;-8.968769;0.5000;489.9000;0.0000
4;1191;-0.4546;-0.2313;9.7868;-0.6358;-0.0203;0.0000;-1.4355;2.7008;-3.5266;32.1411;-15.4264;-49.1232;242.9757;22.1271;965.1625;480.0916;42.637741;-8.968767;0.6297;490.2000;0.0000
5;1191;-0.4307;-0.2181;9.8036;0.2238;0.1068;0.1068;-1.2621;2.6958;-3.4680;31.8698;-14.5780;-48.6056;244.0356;22.1265;965.1657;480.0637;42.637737;-8.968768;0.2408;490.7000;0.0000
6;1091;-0.4220;-0.1901;9.7904;0.1609;0.0832;0.0000;-1.1755;2.6931;-3.4113;31.9745;-13.9696;-48.4336;245.0163;22.1251;965.1624;480.0928;42.637730;-8.968768;0.4074;490.8000;0.0000
7;1191;-0.4243;-0.1870;9.8112;-0.2340;0.1424;0.0712;-1.1618;2.6486;-3.3733;32.7022;-13.5810;-48.4479;246.0613;22.1241;965.1739;479.9931;42.637730;-8.968765;0.2778;491.0000;0.0000
8;1091;-0.1636;-0.1544;9.8070;-0.2719;0.0333;0.8545;-1.0896;2.3161;-3.0257;33.2925;-12.8799;-48.7139;247.4686;22.1241;965.1763;479.9727;42.637730;-8.968763;0.2963;491.1000;0.0000
9;1191;-0.0347;-0.1910;9.7884;0.7528;0.2136;3.3366;-0.8881;1.3330;-0.5049;33.1845;-12.0012;-50.1659;248.7249;22.1268;965.1667;480.0556;42.637730;-8.968760;0.6667;491.1000;0.0000
10;1191;-0.3290;-0.1559;9.7765;0.1119;0.3357;2.7212;-1.1183;1.5088;3.2021;31.5025;-11.0572;-49.7080;249.2037;22.1254;965.1605;480.1089;42.637726;-8.968750;1.7779;491.4000;0.0000
11;1166;-0.7226;0.0008;9.8072;0.9460;1.2258;1.5411;-0.3163;2.6532;5.9477;31.0814;-10.0458;-49.4144;250.6786;22.1263;965.1672;480.0508;42.637714;-8.968735;2.2039;491.9000;0.0000
12;1091;-1.2702;-0.1170;9.7526;0.0721;0.0499;0.2219;-0.2732;5.2899;6.7826;31.8118;-8.4547;-49.5376;253.6933;22.1264;965.1873;479.8773;42.637707;-8.968735;1.9261;492.1000;0.0000
13;1191;-1.0850;0.0471;9.7370;0.5951;-0.0051;0.2238;0.2225;5.7861;7.0770;29.4593;-10.7777;-49.5806;248.5156;22.1276;965.1956;479.8059;42.637711;-8.968729;1.3705;491.9000;0.0000
14;1091;-0.9396;0.1335;9.7722;-0.0055;0.1110;0.0055;0.7700;6.1613;7.1701;30.3783;-9.9458;-47.4625;250.4885;22.1270;965.2069;479.7076;42.637703;-8.968722;1.9076;491.9000;0.0000
15;1191;-0.7640;0.1372;9.7593;-0.3510;0.0458;0.0000;0.7260;5.4071;7.1741;30.4157;-10.2114;-47.4213;250.0582;22.1270;965.2008;479.7606;42.637714;-8.968720;1.0371;491.8000;0.0000
16;1092;-0.7617;0.1118;9.7717;0.1332;0.0333;0.0000;0.7406;4.9648;7.1741;30.2906;-10.4069;-47.6449;249.6555;22.1263;965.2031;479.7404;42.637718;-8.968716;1.0001;491.8000;0.0000
17;1091;-0.7630;0.1305;9.7574;-0.0999;0.0388;0.0000;0.7376;4.7506;7.1741;30.1794;-10.4564;-47.5408;249.5066;22.1276;965.2026;479.7448;42.637714;-8.968714;1.0001;491.9000;0.0000
18;1191;-0.7612;0.1368;9.7545;-0.0763;0.0356;0.0000;0.7370;4.6339;7.1745;30.2842;-10.4850;-47.5893;249.5199;22.1270;965.1979;479.7857;42.637718;-8.968703;0.6667;491.9000;0.0000
19;1091;-0.7587;0.1214;9.7691;0.1609;0.0388;0.0000;0.7376;4.5758;7.1796;30.2623;-10.1738;-47.6471;250.0354;22.1262;965.2040;479.7331;42.637714;-8.968701;0.2037;491.9000;0.0000
20;1191;-0.7680;0.1101;9.7833;-0.0814;0.1424;-0.0356;0.7617;4.5360;7.1837;30.2922;-10.1411;-47.4573;250.1074;22.1256;965.2011;479.7575;42.637722;-8.968701;0.5741;491.9000;0.0000
21;1197;-0.7509;0.1208;9.7693;0.1170;0.0712;0.0000;0.7530;4.5222;7.1851;30.3267;-10.2536;-47.6095;249.9363;22.1262;965.1991;479.7757;42.637711;-8.968694;1.1853;491.9000;0.0000
22;1164;-0.7612;0.1180;9.7709;0.2238;0.0509;-0.0000;0.7393;4.5186;7.1947;30.3534;-10.1034;-47.6345;250.2064;22.1269;965.2021;479.7487;42.637707;-8.968688;1.1853;491.8000;0.0000
23;1091;-0.7569;0.1288;9.7556;-0.0000;-0.0111;0.0000;0.7086;4.5089;7.1960;30.3383;-10.0975;-47.5324;250.2086;22.1284;965.2072;479.7055;42.637699;-8.968683;1.2779;491.7000;0.0000
24;1191;-0.7549;0.1089;9.7709;0.1017;0.0559;0.0000;0.7086;4.5003;7.1960;30.4576;-10.1561;-47.5876;250.1756;22.1273;965.2090;479.6899;42.637699;-8.968678;0.9445;491.7000;858.1200
25;1091;-0.7534;0.1114;9.7722;-0.0055;0.0388;0.0000;0.7081;4.5019;7.1960;30.2826;-10.2788;-47.2303;249.8678;22.1257;965.2054;479.7209;42.637691;-8.968671;1.3149;491.6000;858.1200
26;1191;-0.7612;0.1224;9.7549;-0.2645;0.0305;0.0000;0.7077;4.5044;7.1960;30.2621;-10.2307;-47.4520;249.9388;22.1264;965.2067;479.7096;42.637684;-8.968677;1.3149;491.4000;858.1200
27;1091;-0.7539;0.1331;9.7535;0.0888;0.0333;0.0000;0.7181;4.5024;7.1960;30.2509;-10.4602;-47.4175;249.5420;22.1267;965.2122;479.6621;42.637688;-8.968678;0.7408;491.5000;858.1200
28;1190;-0.7600;0.1196;9.7657;-0.0559;0.0407;0.0000;0.7127;4.4984;7.1960;30.3163;-10.0772;-47.2316;250.2297;22.1278;965.2206;479.5902;42.637691;-8.968687;1.0186;491.6000;858.1200
29;1091;-0.7517;0.1022;9.7791;0.0277;0.0499;0.0000;0.7091;4.4934;7.1960;30.2535;-10.3535;-47.6169;249.7245;22.1289;965.2170;479.6200;42.637688;-8.968687;0.8890;491.5000;858.1200
30;1091;-0.7604;0.1131;9.7661;0.0166;0.0222;0.0000;0.7026;4.4879;7.1960;30.2053;-10.1134;-47.2174;250.1046;22.1303;965.2235;479.5638;42.637676;-8.968685;1.2779;491.5000;858.1200
31;1197;-0.7525;0.1292;9.7573;-0.0458;0.0509;0.0000;0.7031;4.4907;7.1988;30.2128;-10.1839;-47.5910;249.9898;22.1295;965.2148;479.6398;42.637665;-8.968684;1.3705;491.5000;858.1200
32;1064;-0.7591;0.1179;9.7665;0.0666;0.0333;0.0000;0.6996;4.4884;7.2015;30.1843;-10.2247;-47.6313;249.9044;22.1304;965.2171;479.6198;42.637661;-8.968682;1.3149;491.2000;858.1200
33;1191;-0.7529;0.0973;9.7749;0.0305;0.0203;0.0000;0.7036;4.4847;7.2015;30.3068;-10.6195;-47.3843;249.3069;22.1292;965.2148;479.6398;42.637653;-8.968669;1.8335;491.3000;858.1200
34;1191;-0.7533;0.1280;9.7561;0.0865;0.0610;0.0000;0.7063;4.4833;7.2015;30.1738;-10.2364;-47.4176;249.8775;22.1297;965.2258;479.5440;42.637665;-8.968670;1.0186;491.3000;858.1200
35;1191;-0.7541;0.1077;9.7733;0.0916;0.0559;0.0000;0.7063;4.4856;7.2015;30.0328;-10.7169;-47.9847;248.9786;22.1290;965.2165;479.6251;42.637665;-8.968672;0.5000;491.3000;858.1200
36;1191;-0.7561;0.1236;9.7669;-0.1780;0.0356;0.0000;0.7050;4.4870;7.2015;30.1643;-10.3783;-47.6895;249.6304;22.1304;965.2082;479.6967;42.637669;-8.968658;1.6853;491.3000;858.1200
37;1218;-0.7569;0.1053;9.7733;0.1933;0.0305;0.0000;0.7040;4.4888;7.2015;30.1217;-10.5172;-47.7082;249.3698;22.1293;965.2158;479.6315;42.637665;-8.968659;0.8149;491.4000;858.1200
38;1064;-0.7604;0.1222;9.7582;-0.2386;0.0222;0.0000;0.7036;4.4914;7.2015;30.2041;-10.4039;-47.6169;249.6108;22.1300;965.2122;479.6630;42.637669;-8.968664;0.3519;491.5000;858.1200
39;1191;-0.7517;0.1081;9.7745;0.3306;0.0559;0.0000;0.7082;4.4884;7.2015;30.1441;-10.4304;-47.6903;249.5291;22.1318;965.2094;479.6866;42.637680;-8.968659;0.7038;491.4000;858.1200
40;1091;-0.7508;0.1135;9.7713;0.0333;0.0277;0.0000;0.7116;4.4869;7.2015;30.3137;-10.5437;-47.3821;249.4384;22.1314;965.2142;479.6451;42.637676;-8.968659;0.1111;491.1000;858.1200
41;1183;-0.7565;0.1240;9.7605;-0.3153;0.0203;0.0000;0.7077;4.4852;7.2015;30.3477;-10.0092;-47.3958;250.3649;22.1315;965.2115;479.6678;42.637672;-8.968664;0.8149;490.8000;858.1200
42;1164;-0.7521;0.1228;9.7617;-0.0254;0.0407;0.0000;0.7086;4.4897;7.2015;30.3124;-10.1927;-47.6082;250.0315;22.1311;965.2155;479.6341;42.637672;-8.968661;0.6482;490.7000;858.1200
43;1191;-0.7573;0.1148;9.7689;0.2899;0.0356;0.0000;0.7123;4.4902;7.2047;30.3613;-10.0445;-47.7392;250.3107;22.1304;965.2155;479.6340;42.637672;-8.968659;0.5371;490.7000;1.5300
44;1191;-0.7525;0.1109;9.7757;-0.1424;0.0458;0.0000;0.7091;4.4888;7.2070;30.3206;-10.0711;-47.7261;250.2422;22.1311;965.2157;479.6318;42.637676;-8.968664;0.4815;490.9000;1.5300
45;1191;-0.7565;0.1356;9.7517;-0.1322;0.0407;0.0000;0.7091;4.4934;7.2070;30.3024;-10.1200;-47.4077;250.1489;22.1301;965.2104;479.6776;42.637680;-8.968667;0.6482;490.9000;1.5300
46;1091;-0.7561;0.0905;9.7791;0.1387;0.0333;0.0000;0.7056;4.4924;7.2070;30.2723;-10.2937;-47.3314;249.8379;22.1301;965.2111;479.6720;42.637691;-8.968674;1.3705;490.9000;1.5300
47;1191;-0.7493;0.1220;9.7641;0.1272;0.0305;0.0000;0.7091;4.4897;7.2070;30.3781;-10.3779;-47.5681;249.7557;22.1298;965.2122;479.6620;42.637688;-8.968672;0.7778;491.0000;1.5300
48;1091;-0.7595;0.1218;9.7574;-0.0832;0.0333;0.0000;0.7096;4.4884;7.2070;30.3495;-10.2189;-47.3709;250.0100;22.1293;965.2172;479.6188;42.637680;-8.968674;0.6667;490.8000;1.5300
49;1091;-0.7526;0.1227;9.7661;0.0055;0.0555;0.0000;0.7041;4.4929;7.2070;30.3539;-10.4047;-47.3957;249.6963;22.1305;965.2206;479.5893;42.637699;-8.968675;1.5372;490.8000;1.5300
