Time;msDelta;Acc_X;Acc_Y;Acc_Z;Gyro_X;Gyro_Y;Gyro_Z;Tilt_X;Tilt_Y;Tilt_Z;Mag_X;Mag_Y;Mag_Z;Head;Temp;Press;Alt;Lat;Lng;Speed;AltGPS;HeadGPS
728;1002;-0.6189;1.4543;10.1932;0.2136;-1.6225;8.0719;1.1279;0.6660;-61.8457;37.7435;-20.1238;-55.9450;240.5657;22.1367;969.8150;439.9455;42.622990;-8.962837;30.5024;461.3000;212.6600
729;1002;0.1077;3.1231;9.7338;-1.3326;-1.1546;22.6135;6.3684;-1.2003;-43.7352;27.2077;-14.4929;-55.0215;240.8526;22.1433;969.7542;440.4690;42.622963;-8.962795;21.6128;461.5000;193.6200
730;1002;0.5986;3.1473;10.0184;0.3995;-3.0684;29.2358;10.2662;-6.4230;-14.2677;24.1716;-3.5325;-53.8068;260.4355;22.1447;969.6644;441.2422;42.622887;-8.962639;23.2056;463.7000;149.1200
731;1002;1.2944;3.0469;9.8586;1.8260;-1.0579;29.3274;11.4166;-12.3376;18.9180;22.6478;-0.5252;-52.1901;267.2521;22.1456;969.5835;441.9391;42.622829;-8.962534;28.4097;464.2000;134.6200
732;1002;1.8008;0.2265;9.8813;3.5553;-0.3611;9.8114;7.7792;-13.8341;41.4171;23.4837;1.9198;-51.3679;273.2047;22.1466;969.5095;442.5766;42.622803;-8.962411;32.6508;465.1000;117.0400
733;1002;1.0164;-0.4450;9.7366;0.2238;0.6866;2.6347;3.5783;-11.9073;47.7713;24.1319;3.1593;-50.4192;276.0114;22.1483;969.4337;443.2294;42.622784;-8.962291;34.7065;466.5000;112.1100
734;1002;0.3297;-0.6034;9.6808;0.9433;0.6603;0.1720;0.3006;-6.3900;48.5326;23.6056;3.1003;-50.5093;275.8807;22.1479;969.3571;443.8894;42.622765;-8.962173;35.3732;467.6000;108.8100
735;1002;-0.1763;0.2105;9.8355;-2.0192;-0.6104;3.3162;-0.3639;-3.6658;49.8976;23.5251;5.2150;-52.3321;281.1480;22.1481;969.2986;444.3931;42.622765;-8.962050;35.4288;468.5000;103.4100
736;1002;0.6500;1.2322;9.9467;-1.1546;-1.2309;10.8744;0.7567;-3.0290;57.9364;23.3705;10.0913;-50.7142;291.5475;22.1506;969.2148;445.1156;42.622799;-8.961916;36.8548;469.4000;94.3400
737;1002;1.3311;1.0559;9.8104;1.0783;-0.4832;11.1084;3.5912;-5.7678;72.3372;24.4077;14.0901;-50.4597;298.4198;22.1506;969.1360;445.7940;42.622879;-8.961776;39.6698;470.1000;81.0400
