Time;msDelta;Acc_X;Acc_Y;Acc_Z;Gyro_X;Gyro_Y;Gyro_Z;Tilt_X;Tilt_Y;Tilt_Z;Mag_X;Mag_Y;Mag_Z;Head;Temp;Press;Alt;Lat;Lng;Speed;AltGPS;HeadGPS
930;1002;0.5658;-1.3382;9.4615;-3.4993;-0.1729;-5.5695;-5.9436;-3.3073;49.5763;29.3928;-11.9979;-50.1040;246.3544;22.1812;1021.8981;0.8410;42.596630;-8.941156;40.2810;10.8000;122.0700
931;1002;0.7321;-1.4718;9.6740;0.6256;0.7935;-5.7373;-7.9170;-3.5857;41.9279;30.8203;-12.6877;-49.2932;246.2059;22.1901;1021.8732;1.0465;42.596573;-8.941051;38.8364;11.1000;123.4000
932;1002;0.0231;-1.1384;9.8631;-0.0055;-0.2219;-3.2515;-7.9551;-3.5945;37.0334;30.3765;-12.7144;-48.2552;245.8748;22.1933;1021.8339;1.3709;42.596523;-8.940962;35.8918;11.2000;125.5700
933;1002;-0.5579;-0.5184;9.8283;0.8748;0.0966;-1.1037;-5.9409;-0.8098;34.2155;30.9820;-10.8749;-47.3055;249.2506;22.1938;1021.7927;1.7120;42.596481;-8.940891;31.7988;11.8000;128.3400
934;1002;-0.9734;0.0012;9.5512;-0.0610;1.3275;1.7802;-3.3293;2.3232;34.7379;29.1418;-12.2155;-49.6975;245.8384;22.1921;1021.7903;1.7306;42.596424;-8.940832;27.5022;12.3000;132.7300
935;1002;-1.8180;-1.2984;9.6995;-2.7262;0.2340;-2.8178;-4.4687;7.1196;35.7198;34.7571;-15.7448;-49.9766;244.3271;22.1925;1021.7887;1.7446;42.596363;-8.940802;23.0759;10.9000;142.9500
936;1002;-1.2189;-3.7590;9.6008;-0.7047;0.2330;-22.9492;-12.2248;5.9111;21.7819;44.8092;-18.5944;-51.3526;246.0216;22.1932;1021.7480;2.0807;42.596279;-8.940789;24.0760;11.7000;156.2500
937;1002;0.8514;-3.3592;9.6397;-0.1221;0.6765;-25.9857;-17.1419;-1.9345;-7.4826;50.9173;-16.7027;-51.4245;250.3762;22.1936;1021.6806;2.6366;42.596207;-8.940796;23.5760;15.0000;169.2100
938;1002;2.0193;-1.7641;9.7685;0.7935;0.9613;-11.4237;-14.1641;-9.3562;-29.3738;51.6008;-16.9011;-52.0418;250.4763;22.1891;1021.6186;3.1492;42.596149;-8.940806;23.7056;17.6000;178.0100
939;1002;1.8451;-0.9211;9.7749;-0.0865;0.9104;-2.3956;-9.8135;-10.8911;-36.5231;53.2862;-14.6075;-50.1063;253.2605;22.1855;1021.5455;3.7523;42.596115;-8.940858;22.5944;19.4000;194.4800
940;1002;-0.1518;-0.6029;9.7743;-0.6603;1.1708;0.0166;-7.1776;-7.5950;-38.0197;53.8297;-13.5386;-51.2563;254.4752;22.1856;1021.5113;4.0348;42.596054;-8.940919;26.1317;21.9000;206.0000
941;1002;0.1567;-0.9040;9.6461;1.2105;0.7629;-0.4120;-6.2384;-3.2858;-37.8831;52.1634;-14.7184;-49.6267;252.8334;22.1863;1021.4858;4.2449;42.596004;-8.940965;25.5761;24.0000;209.7200
942;1002;-0.1264;-0.5028;9.9101;0.6561;-0.4985;-0.8138;-3.3687;-1.6951;-38.7808;55.9747;-12.5401;-50.3354;255.9866;22.1881;1021.4563;4.4890;42.595932;-8.941029;27.8726;24.9000;212.2100
943;1050;-0.5008;1.0535;10.0082;1.7141;-0.5391;5.4169;-0.7498;-0.0398;-38.2365;55.6114;-13.6386;-51.8841;254.8314;22.1883;1021.4395;4.6273;42.595863;-8.941098;29.5209;25.6000;215.6400
944;1217;-0.2213;2.5629;9.7589;-0.3560;-0.2797;18.5191;5.7687;-0.1222;-22.2318;50.5870;-16.7150;-51.8251;250.2949;22.1856;1021.4302;4.7045;42.595783;-8.941151;30.2061;26.3000;212.4000
945;1163;0.7433;2.8033;9.8052;-0.5646;-0.7172;20.6502;10.4865;-3.9088;1.0625;41.3525;-18.4408;-52.2436;244.5607;22.1823;1021.3962;4.9852;42.595730;-8.941169;27.0022;26.6000;206.5800
946;1190;1.2585;0.0263;9.5899;-1.4394;0.7273;6.7546;7.0958;-6.8614;18.5394;34.0684;-16.2641;-51.6381;243.0719;22.1788;1021.3434;5.4212;42.595615;-8.941118;30.0580;28.2000;178.2000
947;1190;1.3909;-1.4543;9.5847;0.2340;1.2665;-2.4821;0.6706;-6.8326;19.6866;33.6793;-15.6510;-49.8382;243.7029;22.1767;1021.2548;6.1530;42.595425;-8.941024;35.1139;29.3000;161.7900
948;1091;0.2697;-1.8440;9.4028;1.1763;1.9420;-5.4765;-4.3890;-5.5136;13.8483;36.5424;-15.7726;-49.3307;245.2564;22.1778;1021.1870;6.7134;42.595310;-8.940978;38.6698;30.6000;160.6100
949;1091;-0.4907;-0.8204;9.6651;-1.1208;0.3274;-1.6258;-4.9409;-1.2594;9.9706;37.2644;-16.1219;-49.8096;245.1684;22.1793;1021.1555;6.9737;42.595196;-8.940943;41.0403;30.2000;161.7100
950;1190;-0.4231;-0.8940;9.5623;0.9867;0.9257;-1.3784;-5.2322;0.8899;8.1766;38.8224;-15.0966;-49.2453;247.3065;22.1778;1021.1476;7.0379;42.595097;-8.940910;41.5033;30.5000;163.2200
951;1157;-0.6348;-0.5997;9.5855;-0.8341;0.5290;-0.3052;-5.2716;2.7466;6.8248;38.9084;-14.4126;-49.1237;248.2769;22.1777;1021.1567;6.9633;42.594997;-8.940879;41.7256;30.9000;164.3400
