Time;msDelta;Acc_X;Acc_Y;Acc_Z;Gyro_X;Gyro_Y;Gyro_Z;Tilt_X;Tilt_Y;Tilt_Z;Mag_X;Mag_Y;Mag_Z;Head;Temp;Press;Alt;Lat;Lng;Speed;AltGPS;HeadGPS
200;1218;-0.0594;0.4123;9.9778;-0.1272;0.5239;3.3162;2.4074;-0.2573;-87.5111;44.7663;-15.2403;-56.3373;249.8134;22.2579;1023.0492;-8.6563;42.608051;-8.937739;33.6323;7.9000;208.9100
201;1043;-0.1327;0.1109;9.9135;-0.9932;0.2219;1.5758;2.5663;0.4240;-84.4050;43.6573;-15.2262;-55.8385;249.3666;22.2599;1023.0591;-8.7388;42.607838;-8.937748;37.9845;8.1000;198.7500
202;1191;-0.1727;0.0925;9.8534;1.1292;0.3306;1.4598;1.4301;0.6981;-82.9532;42.3021;-16.2512;-55.6737;247.5774;22.2597;1023.0449;-8.6209;42.607716;-8.937790;38.6698;8.1000;196.1200
203;1091;-0.1192;0.3667;9.7987;-0.0888;-0.0277;2.2528;1.8557;0.7176;-80.7865;43.2745;-14.6237;-54.7086;249.9398;22.2602;1023.0627;-8.7679;42.607578;-8.937833;40.8736;8.1000;195.2000
204;1191;-0.0303;0.2385;9.6935;-0.4934;-0.4679;1.0376;1.7436;0.5177;-78.7514;41.1975;-15.7476;-55.7081;247.6413;22.2596;1023.0814;-8.9227;42.607315;-8.937913;43.3368;8.2000;191.7500
205;1091;-0.0605;0.2658;9.7182;4.6720;-0.2885;0.9322;2.1553;0.1568;-77.9195;43.0223;-15.0865;-54.4511;249.2915;22.2587;1023.0778;-8.8928;42.607193;-8.937956;43.5590;8.2000;191.8100
206;1191;-0.5032;0.2592;9.5643;0.4679;0.4730;1.1241;2.1025;1.0071;-76.5111;42.3543;-15.7350;-56.5211;248.1862;22.2605;1023.0838;-8.9424;42.607063;-8.937997;43.9109;8.3000;191.6500
207;1091;-0.6238;0.2136;9.9927;1.4149;-0.8600;0.8323;2.5104;2.2742;-75.5515;41.5346;-16.5601;-57.5718;246.8341;22.2618;1023.0907;-8.9990;42.606956;-8.938025;43.2812;8.4000;191.0500
208;1091;-1.1019;0.3645;9.6773;-1.2373;0.4439;0.5382;2.2492;3.1141;-74.7500;42.7757;-15.3453;-56.2200;248.8109;22.2633;1023.0955;-9.0392;42.606853;-8.938049;42.4108;8.5000;190.4300
209;1091;-1.7831;0.1618;9.8387;-0.4827;-0.6658;0.3607;1.3778;6.2063;-74.2501;40.9120;-16.6077;-55.7463;246.5027;22.2622;1023.1181;-9.2254;42.606750;-8.938070;41.4292;8.7000;189.7300
