Time;msDelta;Acc_X;Acc_Y;Acc_Z;Gyro_X;Gyro_Y;Gyro_Z;Tilt_X;Tilt_Y;Tilt_Z;Mag_X;Mag_Y;Mag_Z;Head;Temp;Press;Alt;Lat;Lng;Speed;AltGPS;HeadGPS
533;1002;-1.0176;0.0957;9.5468;-1.0020;-0.2187;1.3580;-0.9274;4.8894;-9.2542;37.1624;-12.3329;-47.4316;250.2182;22.1762;997.2573;206.2676;42.608952;-8.981896;67.3572;229.8000;164.3800
534;1002;-1.0802;-0.1416;9.9651;-5.6712;-0.9867;0.8138;-0.7722;5.2995;-7.5810;37.8253;-10.3528;-48.2464;253.3094;22.1821;997.4728;204.4531;42.608780;-8.981815;68.3018;225.4000;161.9100
535;1002;-2.0902;0.9174;9.4259;0.8101;0.5715;4.2392;0.1733;6.6028;-5.1196;34.1467;-11.4632;-47.7883;249.9754;22.1865;997.7089;202.4667;42.608612;-8.981705;70.4130;221.7000;157.4500
536;1002;-2.3308;1.7765;10.1401;-4.9744;-2.5431;6.9377;3.8237;8.1981;1.2730;33.3718;-10.1052;-48.2277;251.7200;22.1879;997.9066;200.8022;42.608540;-8.981590;62.9310;220.0000;151.7000
537;1002;-2.0018;0.8262;10.5899;0.4985;-0.9308;5.0456;7.4016;9.4789;9.1882;32.2706;-9.8094;-47.4722;251.6388;22.1875;998.0444;199.6426;42.608429;-8.981472;61.4679;218.7000;146.9000
538;1002;-0.8361;0.9135;9.2841;0.1998;0.2053;3.5678;7.4662;8.5024;14.3187;33.3443;-8.5139;-47.1257;254.2606;22.1862;998.1891;198.4249;42.608299;-8.981355;61.4679;217.7000;145.5500
539;1002;-1.1991;0.1555;9.1931;-0.0305;0.7222;0.2696;5.6543;7.0647;16.4287;33.5321;-8.6353;-46.8839;254.0837;22.1868;998.3257;197.2756;42.608166;-8.981242;61.3012;216.6000;145.8700
540;1002;-2.0157;-0.3158;9.6576;1.6734;0.0559;-1.3529;2.9004;8.6687;15.6985;35.1342;-8.8470;-47.0572;254.4765;22.1882;998.5143;195.6893;42.608055;-8.981149;57.8380;215.3000;147.2300
541;1002;-2.1497;-1.0735;9.6592;-0.3306;0.4374;-5.7220;-0.5118;11.2129;11.7160;36.8985;-10.3478;-46.7224;252.7918;22.1875;998.6777;194.3146;42.607944;-8.981071;54.4488;213.9000;149.5400
542;1002;-1.6561;-2.0301;9.5679;3.7689;0.8138;-10.4319;-4.7699;11.2518;1.9189;41.1638;-11.7002;-47.5864;252.6940;22.1896;998.8549;192.8251;42.607807;-8.981016;54.0599;212.2000;155.6100
543;1002;-1.9619;-2.7124;9.6313;1.7649;-0.1017;-14.6484;-9.8950;8.6421;-13.2504;46.4538;-12.0297;-48.2672;254.0731;22.1914;999.0407;191.2626;42.607727;-8.981041;46.2259;209.4000;169.9200
544;1002;-2.0098;-2.3617;9.9797;4.0727;-0.9211;-13.5332;-12.5828;6.9933;-29.3804;50.0664;-12.3652;-48.7465;254.6912;22.1912;999.2296;189.6744;42.607651;-8.981077;40.0032;209.1000;182.9200
545;1002;-1.7904;-2.8795;9.7071;1.5564;-0.2136;-15.0197;-13.6455;5.3467;-44.4896;54.1550;-9.7063;-48.5304;258.4389;22.1883;999.4067;188.1863;42.607536;-8.981111;40.8366;208.1000;189.6000
