Time;msDelta;Acc_X;Acc_Y;Acc_Z;Gyro_X;Gyro_Y;Gyro_Z;Tilt_X;Tilt_Y;Tilt_Z;Mag_X;Mag_Y;Mag_Z;Head;Temp;Press;Alt;Lat;Lng;Speed;AltGPS;HeadGPS
85;1092;1.1215;-1.0784;9.5668;-2.6634;-1.6313;-8.9222;-6.7351;-8.1988;78.5193;15.0189;30.6113;-6.1007;332.4615;22.1060;1022.7703;-6.3568;42.597187;-8.933622;30.8914;-2.8000;18.7100
86;1091;1.3307;-0.5303;9.7100;-0.8267;-0.0666;-3.0351;-6.3166;-8.2702;72.5662;15.9929;24.1436;-4.4371;325.1393;22.1068;1022.7868;-6.4928;42.597263;-8.933577;33.7434;3.7000;23.6100
87;1091;1.6752;-0.1958;9.6839;0.1387;0.6270;-0.3218;-4.0659;-8.7591;70.9707;19.6078;25.9313;-5.2908;321.5117;22.1081;1022.7827;-6.4580;42.597336;-8.933536;36.0584;-0.3000;22.7400
88;1191;1.0802;-0.2891;9.6385;-0.2950;0.2238;-0.6714;-3.0830;-8.4256;70.5629;18.5374;26.1801;-5.3162;323.2980;22.1091;1022.8028;-6.6248;42.597416;-8.933491;38.8550;-0.7000;23.3000
89;1190;0.9833;-0.0837;9.8044;-0.0763;-0.2391;0.1221;-2.0462;-7.0757;70.1180;18.8241;25.7297;-9.5157;322.3064;22.1099;1022.8167;-6.7394;42.597496;-8.933442;38.8550;-1.3000;24.2000
90;1091;0.9322;-0.1340;9.7230;-1.2928;0.2275;0.9377;-1.5616;-6.6332;70.6416;16.1965;28.0211;-10.0346;328.6022;22.1145;1022.8463;-6.9832;42.597580;-8.933393;37.7438;-1.3000;24.1000
91;1169;0.7808;-0.2907;9.8160;0.0254;-0.5747;0.2645;-1.7834;-5.8191;71.3786;15.5709;26.8178;-10.3553;328.4637;22.1183;1022.8752;-7.2224;42.597660;-8.933345;37.4845;-1.5000;23.8100
92;1218;0.8494;-0.5148;9.8794;0.2645;-0.8341;0.0966;-2.1167;-5.7234;71.6528;15.6357;25.9784;-10.5641;327.6054;22.1186;1022.9062;-7.4778;42.597813;-8.933251;36.8363;-1.8000;22.7600
93;1164;0.7269;-0.4055;9.7234;-0.6612;-0.2645;-1.0732;-2.4802;-5.2748;70.6613;14.2632;26.4902;-10.3342;330.2984;22.1205;1022.9261;-7.6421;42.597889;-8.933205;34.7435;-1.5000;24.4200
94;1191;0.6915;-0.3138;9.5009;-1.2868;0.6053;-0.6663;-2.3547;-4.7992;69.7330;14.6696;25.5819;-9.8644;328.7822;22.1203;1022.9301;-7.6740;42.597958;-8.933159;31.5025;-1.6000;25.9100
95;1091;0.4907;-0.3406;9.8579;-0.3662;-1.7756;-0.2774;-3.0262;-4.1528;69.7432;14.4541;25.5944;-9.9838;329.1055;22.1217;1022.9543;-7.8749;42.598022;-8.933116;29.4098;-1.9000;25.4900
96;1091;0.9340;1.2002;9.9866;1.5703;-0.1776;14.5375;-1.6380;-5.1271;76.3335;21.5363;27.2966;-10.8029;320.3966;22.1238;1022.9718;-8.0183;42.598087;-8.933076;30.0394;-1.9000;21.9500
97;1091;1.0384;1.5091;9.8461;2.8687;-0.6658;17.6891;4.0195;-6.4010;95.0003;26.6075;27.9011;-5.7013;314.9614;22.1259;1022.9818;-8.1014;42.598164;-8.933056;30.6136;-1.2000;8.6000
98;1191;2.0712;0.9806;9.6489;3.0009;-0.1577;14.5772;6.1043;-9.2592;114.0770;36.6985;27.6359;-11.1821;305.6667;22.1273;1022.9908;-8.1754;42.598228;-8.933062;28.7430;-1.7000;3.1800
99;1091;2.3747;0.2584;9.5560;4.5665;1.1708;5.0826;6.7037;-11.4373;126.3348;37.0305;24.9031;-12.9623;302.5433;22.1260;1022.9747;-8.0428;42.598370;-8.933141;33.7249;-2.0000;334.1500
100;1191;2.4727;0.2432;9.5444;-0.2391;0.1780;1.1851;4.8903;-12.8687;128.6806;37.1209;25.5706;-13.6435;303.1768;22.1262;1022.9637;-7.9520;42.598434;-8.933209;37.7623;-2.1000;328.6100
101;1163;2.0277;0.1412;9.6596;0.4883;-0.0254;0.7070;2.9732;-12.8650;130.4146;37.5215;24.5138;-14.0408;301.7720;22.1297;1022.9437;-7.7868;42.598507;-8.933290;40.2069;-2.9000;324.2400
102;1191;1.2633;0.2329;9.6860;-0.8036;-0.1729;0.0356;2.2261;-11.4139;130.6819;37.4150;24.3010;-14.1885;301.6150;22.1308;1022.9177;-7.5718;42.598595;-8.933372;42.5775;-2.7000;324.8200
103;1217;0.3421;0.1878;9.9483;0.2187;0.1577;-0.0610;1.7308;-7.3196;131.0243;37.6469;24.4495;-12.7760;301.6105;22.1345;1022.9095;-7.5050;42.598679;-8.933456;42.8738;-2.9000;323.1100
104;1164;0.8246;0.1723;9.6879;0.5391;-0.0814;-0.1373;1.3943;-5.4584;130.8339;38.0055;24.4416;-13.0969;301.3567;22.1385;1022.9112;-7.5185;42.598835;-8.933625;41.5404;-3.2000;325.8700
105;1091;0.9483;0.1405;9.7400;-0.4217;0.1332;-0.1110;1.0522;-5.2949;130.6564;37.2436;23.9213;-12.6576;301.3194;22.1403;1022.9241;-7.6257;42.598919;-8.933704;39.4661;-3.5000;323.4400
106;1191;1.0053;0.2137;9.6848;-0.3153;-0.5188;0.0865;1.0478;-5.6392;130.6659;37.5977;24.4586;-12.7885;301.6612;22.1408;1022.9296;-7.6703;42.598999;-8.933785;39.2994;-3.4000;322.9700
107;1091;0.9723;0.2645;9.8813;0.3107;0.0888;0.0666;1.5720;-5.7723;130.7678;38.0028;24.2240;-13.3233;301.1233;22.1431;1022.9352;-7.7165;42.599079;-8.933867;41.0959;-3.3000;325.8200
108;1190;0.9949;0.0806;9.5364;-0.4934;0.6307;-0.0305;0.9073;-5.6841;130.9154;34.0336;24.1172;-12.9097;304.0259;22.1437;1022.9230;-7.6164;42.599163;-8.933948;41.4107;-3.1000;325.7900
109;1091;0.9414;0.1401;9.9614;2.5524;0.2164;0.0888;0.9009;-5.6864;130.4442;37.3423;24.8451;-13.0395;302.2331;22.1465;1022.9179;-7.5741;42.599239;-8.934027;39.0216;-3.8000;323.7700
110;1191;0.5730;0.2708;9.7589;-0.6663;0.2340;0.1577;1.2456;-5.5307;130.5464;37.4347;24.6616;-13.3772;301.9954;22.1478;1022.9128;-7.5319;42.599319;-8.934106;38.9846;-3.9000;323.6600
111;1195;0.7604;0.3011;9.9667;-1.4191;-0.1577;0.0966;1.3980;-4.5799;130.6105;37.1559;24.9110;-13.6230;302.4563;22.1498;1022.9291;-7.6665;42.599483;-8.934262;39.8180;-3.9000;326.3100
112;1164;0.7604;0.1372;9.5723;0.0000;0.1984;-0.4679;0.9869;-4.6358;130.6041;36.6195;24.2360;-14.2599;302.1140;22.1525;1022.9417;-7.7698;42.599567;-8.934335;37.5030;-2.8000;325.4500
113;1190;0.6823;0.2568;9.8311;0.1475;-1.0071;-0.5544;1.1472;-4.1409;130.0827;36.5140;23.7652;-14.2161;301.6710;22.1527;1022.9490;-7.8307;42.599636;-8.934408;35.0398;-3.0000;323.1600
114;1191;0.7461;0.1483;9.7601;-1.0020;-0.1831;1.3123;0.8015;-4.3515;130.4242;35.5861;24.4071;-14.1720;303.0671;22.1532;1022.9517;-7.8525;42.599705;-8.934478;35.5954;-3.0000;325.2700
115;1091;0.9992;0.1362;9.8570;1.0598;1.5481;0.2108;0.9633;-4.7311;130.5071;36.1863;23.8645;-14.2490;302.0023;22.1529;1022.9466;-7.8106;42.599766;-8.934550;34.3916;-2.9000;323.2900
116;1190;0.9507;0.1942;9.9280;0.5493;0.3764;0.3764;1.0094;-4.9997;130.8513;33.4772;24.2755;-13.4268;304.5743;22.1556;1022.9454;-7.8009;42.599838;-8.934615;33.9472;-2.4000;325.2200
117;1218;0.9726;0.1400;9.8522;0.5035;0.5239;0.0865;0.9146;-5.5902;131.1699;34.3999;22.4697;-15.6215;301.7856;22.1576;1022.9296;-7.6705;42.600002;-8.934745;33.8175;-0.1000;323.7200
118;1164;1.0176;0.2448;9.7147;0.5900;0.5188;0.6816;1.6017;-5.8942;131.7311;37.9367;23.7678;-15.4192;300.6926;22.1641;1022.9179;-7.5738;42.600075;-8.934813;35.5214;0.1000;325.7300
119;1190;1.1114;0.2141;9.8750;-0.8494;-0.0559;1.0223;0.8240;-6.1487;132.3363;37.1217;23.0505;-14.5213;300.4559;22.1679;1022.9043;-7.4616;42.600151;-8.934882;36.0584;1.0000;326.1500
120;1217;1.0081;-0.3102;9.9344;-0.3204;0.6968;-0.3662;0.2055;-6.3611;133.1932;35.5940;23.1589;-14.5415;301.6651;22.1702;1022.9102;-7.5110;42.600224;-8.934956;35.5028;1.4000;321.9000
121;1142;1.3709;0.0120;9.7649;1.9531;0.9460;-0.2441;0.1387;-6.9054;131.7741;36.5960;22.9039;-15.5092;300.6519;22.1735;1022.9116;-7.5222;42.600288;-8.935030;35.7992;1.4000;323.3300
122;1218;1.0200;0.2026;9.6680;-0.0661;0.0559;0.3916;0.7933;-6.9928;132.2035;37.1248;23.3212;-15.4194;300.7500;22.1764;1022.9055;-7.4716;42.600437;-8.935177;38.0956;0.7000;323.3500
123;1064;0.8948;0.0483;9.9222;1.3261;-0.4605;-0.1831;0.7725;-6.3072;132.5520;37.1241;23.8307;-15.6546;301.3125;22.1774;1022.9088;-7.4991;42.600510;-8.935254;37.1141;1.6000;323.4700
124;1091;0.8931;0.0544;9.6664;-0.6325;-0.0999;0.0166;0.6267;-5.9975;132.4162;37.2942;23.8843;-16.0708;301.2530;22.1800;1022.9183;-7.5772;42.600582;-8.935328;36.4103;1.7000;323.6500
125;1090;0.8970;0.0648;9.7765;-0.1998;-0.9544;-0.1998;0.3785;-5.5276;132.2854;36.7491;24.4033;-15.1988;302.2034;22.1819;1022.9217;-7.6053;42.600658;-8.935401;36.9659;2.2000;322.9800
126;1091;1.0110;0.0322;9.8770;1.1985;0.0166;-0.5216;0.1648;-5.8248;131.9138;36.6958;23.7717;-15.3469;301.5504;22.1819;1022.9133;-7.5356;42.600731;-8.935476;36.8363;3.1000;322.5500
127;1091;1.2763;0.1392;9.6760;-0.6936;-0.1165;0.3052;0.3965;-6.4320;131.9683;36.9607;24.2339;-14.7600;301.8700;22.1832;1022.9108;-7.5152;42.600811;-8.935550;36.4103;3.8000;323.8500
128;1190;0.7114;-0.0028;10.0931;1.1698;0.1729;-0.0356;0.3799;-6.5387;132.4017;36.3142;23.3827;-14.4426;301.3888;22.1872;1022.9223;-7.6100;42.600880;-8.935625;36.9659;3.6000;324.4400
129;1218;0.7094;0.1025;9.8140;-0.3764;0.5951;0.1068;0.4784;-5.2455;132.3482;36.4924;23.3884;-14.9048;301.2740;22.1922;1022.9290;-7.6653;42.601032;-8.935765;36.0029;3.7000;326.2000
130;1163;1.0547;-0.2389;9.6672;0.0610;0.3306;-0.5239;-0.2870;-5.3069;132.1065;35.6139;24.1528;-14.9065;302.7661;22.1956;1022.9236;-7.6214;42.601105;-8.935831;34.8917;4.0000;324.9400
131;1170;1.1249;-0.6097;9.8897;0.6256;-0.4323;-4.0894;-0.8052;-6.2141;129.2743;34.8960;23.9915;-14.3186;303.1230;22.1974;1022.9269;-7.6485;42.601173;-8.935900;34.8917;3.8000;326.4200
132;1190;1.1046;-0.7760;9.8195;-0.5849;-0.7782;-5.7729;-3.1586;-6.7131;123.3975;32.0497;26.1667;-13.3976;307.8721;22.1982;1022.9167;-7.5644;42.601254;-8.935961;35.5954;4.7000;330.5600
